,ClassNumber,ClassLetter,Subgroup,LessonName,TeacherID,Week,Weekday,StartHour,StartMinute,EndHour,EndMinute,Room,Required,Teacher
228,9,б,англ. Татьяна Петровна,алгебра,1,0,1,9,45,10,25,11,True,Некто
229,9,б,англ. Светлана Николаевна,алгебра,1,0,1,9,45,10,25,11,True,Некто
230,9,в,англ. Татьяна Петровна,информатика и ИКТ,1,0,1,9,45,10,25,13,True,Некто
231,9,в,англ. Светлана Николаевна,информатика и ИКТ,1,0,1,9,45,10,25,15,True,Некто
232,10,а,англ. Татьяна Петровна,физика,1,0,1,9,45,10,25,14,True,Некто
233,10,а,англ. Светлана Николаевна,физика,1,0,1,9,45,10,25,14,True,Некто
234,10,б,англ. Татьяна Петровна,английский язык,1,0,1,9,45,10,25,8,True,Некто
235,10,б,англ. Светлана Николаевна,английский язык,1,0,1,9,45,10,25,9,True,Некто
236,10,в,англ. Татьяна Петровна,геометрия,1,0,1,9,45,10,25,10,True,Некто
237,10,в,англ. Светлана Николаевна,геометрия,1,0,1,9,45,10,25,10,True,Некто
238,11,а,англ. Татьяна Петровна,обществознание,1,0,1,9,45,10,25,4,True,Некто
239,11,а,англ. Светлана Николаевна,обществознание,1,0,1,9,45,10,25,4,True,Некто
240,11,б,англ. Татьяна Петровна,литература,1,0,1,9,45,10,25,12,True,Некто
241,11,б,англ. Светлана Николаевна,литература,1,0,1,9,45,10,25,12,True,Некто
242,11,в,англ. Татьяна Петровна,право,1,0,1,9,45,10,25,6,True,Некто
243,11,в,англ. Светлана Николаевна,право,1,0,1,9,45,10,25,6,True,Некто
244,8,а,англ. Татьяна Петровна,русский язык,1,0,1,10,45,11,25,5,True,Некто
245,8,а,англ. Светлана Николаевна,русский язык,1,0,1,10,45,11,25,5,True,Некто
246,8,б,англ. Татьяна Петровна,ИЗО,1,0,1,10,45,11,25,7,True,Некто
247,8,б,англ. Светлана Николаевна,ИЗО,1,0,1,10,45,11,25,7,True,Некто
248,8,в,англ. Татьяна Петровна,физическая культура,1,0,1,10,45,11,25,,True,Некто
249,8,в,англ. Светлана Николаевна,физическая культура,1,0,1,10,45,11,25,,True,Некто
250,9,а,англ. Татьяна Петровна,химия,1,0,1,10,45,11,25,2,True,Некто
251,9,а,англ. Светлана Николаевна,химия,1,0,1,10,45,11,25,2,True,Некто
252,9,б,англ. Татьяна Петровна,алгебра,1,0,1,10,45,11,25,11,True,Некто
253,9,б,англ. Светлана Николаевна,алгебра,1,0,1,10,45,11,25,11,True,Некто
254,9,в,англ. Татьяна Петровна,информатика и ИКТ,1,0,1,10,45,11,25,13,True,Некто
255,9,в,англ. Светлана Николаевна,информатика и ИКТ,1,0,1,10,45,11,25,15,True,Некто
256,10,а,англ. Татьяна Петровна,физика,1,0,1,10,45,11,25,14,True,Некто
257,10,а,англ. Светлана Николаевна,физика,1,0,1,10,45,11,25,14,True,Некто
